target_word,similar_words,similarity_count
onde,"ondée, once, onze",3
onduler,"onduleux, ondulé",2
onduleux,onduler,1
ondulé,onduler,1
ondée,onde,1
ongle,oncle,1
onze,"once, onde, onzième",3
onzième,onze,1
opiniâtre,opiniâtreté,1
opiniâtreté,opiniâtre,1
opposer,"opposé, oppresser, opprimer",3
opposé,"opposer, opprimé",2
oppresser,"opposer, opprimer",2
opprimer,"opprimé, oppresser, opposer",3
opprimé,"opprimer, opposé",2
optimisme,optimiste,1
optimiste,optimisme,1
opulence,opulent,1
opulent,opulence,1
opérateur,"orateur, opérer",2
opérer,opérateur,1
orage,"orageux, orange, orge, otage",4
orageux,"orage, ombrageux",2
orange,"oranger, orangé, orage, orangeade",4
orangeade,orange,1
oranger,"orange, orangé, orateur",3
orangé,"orange, oranger",2
orateur,"opérateur, oranger",2
ordinaire,originaire,1
ordonner,"ordonné, ordurier",2
ordonné,ordonner,1
ordre,ordure,1
ordure,ordre,1
ordurier,ordonner,1
oreille,"oreiller, oseille",2
oreiller,oreille,1
organe,"organique, organisme",2
organique,organe,1
organisateur,organiser,1
organiser,"organisé, organisme, organisateur",3
organisme,"organisé, organiser, orgasme, organe",4
organisé,"organiser, organisme",2
orgasme,"organisme, orge, orgie, orgue",4
orge,"orgie, orgue, orage, orme, orée",5
orgie,"orge, orgue, ortie, orgasme",4
orgue,"orgueil, orge, orgie, orgasme",4
orgueil,orgue,1
orient,"oriental, orienter",2
oriental,"orient, orienter, original",3
orienter,"orient, oriental",2
originaire,"ordinaire, origine",2
original,"originel, origine, oriental",3
origine,"originel, original, originaire",3
originel,"origine, original",2
orme,"orge, orée",2
orphelin,orphelinat,1
orphelinat,orphelin,1
ortie,orgie,1
orée,"orge, orme",2
oseille,oreille,1
oser,osier,1
osier,oser,1
osseux,oiseux,1
otage,orage,1
ouate,"ouater, ouaté, ouste",3
ouater,ouate,1
ouaté,ouate,1
oubli,"oublié, oublier",2
oublier,"oublieux, oubli, oublié",3
oublieux,oublier,1
oublié,"oubli, oublier",2
ouragan,oursin,1
ourler,ourlet,1
ourlet,ourler,1
ours,oursin,1
oursin,"ours, ouragan",2
ouste,ouate,1
outillage,outrage,1
outrage,"outrager, ouvrage, outillage",3
outrager,"outrage, outre-mer",2
outrance,outre,1
outre,"outrer, outré, outrance",3
outre-mer,"outrer, outrager",2
outrer,"outre, outre-mer",2
outré,outre,1
ouvert,ouvrant,1
ouvrage,"ouvragé, outrage",2
ouvragé,ouvrage,1
ouvrant,ouvert,1
ouvrier,ouvrir,1
ouvrir,ouvrier,1
ouïe,ouïr,1
ouïr,ouïe,1
pacte,patte,1
pagaille,paille,1
page,"pagne, pageot, parage, plage, paie",5
pageot,page,1
pagne,"page, panne, pogne",3
paie,"pain, pair, paix, paire, plaie",5
paiement,"parement, pavement, patiemment",3
paillard,pillard,1
paillasse,"paillasson, paille, paillette",3
paillasson,paillasse,1
paille,"paillé, pagaille, paillette, paillasse, paisible",5
paillette,"paille, palette, paillasse",3
paillé,paille,1
pain,"paie, pair, paix, patin, plain",5
pair,"paire, paie, pain, paix, pari",5
paire,"pair, plaire, paie, pire, poire",5
paisible,paille,1
paix,"paie, pain, pair, prix",4
palabre,"palabrer, pale, palme, palette, paluche",5
palabrer,"palabre, palier, palper, palmier, palpiter",5
palace,"place, palpable, palette",3
pale,"palme, palette, page, paie, pape",5
palette,"paillette, pale, palme, palace, palabre",5
palier,"palmier, palper, plier, panier, papier",5
palme,"pale, paume, palabre, palette, paluche",5
palmier,"palier, palabrer",2
palpable,palace,1
palper,"palier, palabrer",2
palpiter,palabrer,1
paluche,"peluche, pale, palme, palabre, palette",5
panache,"panne, panse, pancarte, panique",4
panard,pinard,1
pancarte,panache,1
panier,"panser, palier, papier, parier",4
panique,"paniquer, panne, panse, panache",4
paniquer,"panique, panser",2
panne,"panneau, panse, pagne, panache, panique",5
panneau,panne,1
panse,"panser, panne, passe, pause, panache",5
pansement,pantelant,1
panser,"panse, panier, passer, penser, paniquer",5
pantalon,pantin,1
pantelant,pansement,1
panthéon,pantin,1
pantin,"patin, pantalon, panthéon",3
pantois,patois,1
pantomime,pantoufle,1
pantoufle,pantomime,1
paon,"pain, pion",2
papa,pape,1
pape,"papa, page, paie, pale, paye",5
papier,"palier, panier, parier",3
papillon,"papillote, pavillon",2
papillote,papillon,1
paquet,"parquet, piquet",2
par-dessous,par-dessus,1
par-dessus,"par-dessous, pardessus",2
parabole,"parallèle, parade, parage, parasite, paraître",5
parachute,"parachuter, parachutiste, parasite, parapluie",4
parachuter,parachute,1
parachutiste,parachute,1
parade,"parader, parage, paradis, parabole, parasite",5
parader,"parade, paralyser, parfumer, parsemer, partir",5
paradis,parade,1
paradoxal,"paradoxe, parasol",2
paradoxe,"paradoxal, parage, parasite, paraître, parole",5
parage,"partage, parade, page, parabole, paradoxe",5
parallèle,"paralysie, parabole, parcelle, parapluie",4
parallèlement,pareillement,1
paralyser,"paralysé, paralysie, parader, parler",4
paralysie,"paralysé, paralyser, paralytique, parallèle, parapluie",5
paralysé,"paralyser, paralysie, parlé",3
paralytique,paralysie,1
parapet,"part, parent, parement, parfait, parigot",5
parapluie,"paralysie, parachute, parallèle",3
parasite,"parachute, paralysie, parade, parage, parabole",5
parasol,"paradoxal, pareil, partiel",3
paravent,"parlement, parlant, partant, parquet",4
paraître,"paître, parade, parage, parure, parabole",5
parbleu,parvenu,1
parc,"pari, part, paré, porc",4
parce qu,"parce que, parvenu",2
parce que,"parce qu, parcelle",2
parcelle,"parce que, parallèle, parole, parabole, paresse",5
parcourir,"parcours, parloir",2
parcours,"parcourir, parfois",2
pardessus,par-dessus,1
pardi,"pari, parmi, paroi, parti",4
pardon,parrain,1
pareil,parasol,1
pareillement,"parlement, parallèlement",2
parement,"parlement, parent, paiement, pavement, purement",5
parent,"parenté, parement, parlement, parapet, parfait",5
parenté,"parent, paré, parlé, parfumé, partagé",5
parer,"parier, parler, pater, payer, parfumer",5
paresse,"paresseux, presse, parure, parterre, parade",5
paresseux,paresse,1
parfaire,"parfait, partenaire, parure, paraître, parterre",5
parfait,"parfaire, part, parent, parapet, parigot",5
parfois,parcours,1
parfum,"parfumé, parfumer",2
parfumer,"parfum, parfumé, parer, parier, parler",5
parfumé,"parfum, parfumer, paré, parlé, parenté",5
pari,"paria, parc, part, paré, pardi",5
paria,pari,1
parier,"parer, parler, prier, palier, panier",5
parigot,"part, parent, parapet, parfait, parlant",5
parisien,"paroissien, partisan, partition, parrain",4
parlant,"partant, parlement, paravent, parement, part",5
parlement,"parlementer, parement, pareillement, parent, parlant",5
parlementer,parlement,1
parler,"parleur, parer, parier, perler, parfumer",5
parleur,"parler, partir, parsemer, parvenir, parader",5
parloir,"parvenir, parcourir, parer, parier, parader",5
parlé,"paré, parenté, parfumé, partagé, paralysé",5
parmi,"pari, pardi, paroi, parti",4
parodie,"paroisse, parage, parure, paradoxe, parasite",5
paroi,"pari, pardi, parmi, parti",4
paroisse,"paroissien, parole, parodie, paroxysme, partie",5
paroissien,"paroisse, parisien",2
parole,"paroisse, parcelle, paresse, partage, paradoxe",5
paroxysme,"paroisse, paralysie",2
parquer,"parquet, parsemer, partager, partir, parloir",5
parquet,"parquer, paquet, part, parent, paravent",5
parrain,"pardon, parisien",2
parsemer,"parer, parier, parler, parader, parquer",5
part,"parti, parc, pari, paré, partie",5
partage,"partager, partagé, parage, parterre, partouze",5
partager,"partage, partagé, parer, partir, parier",5
partagé,"partage, partager, paré, parlé, parenté",5
partance,"partant, partie, parterre, partouze, parade",5
partant,"partance, parlant, portant, part, paravent",5
partenaire,"parterre, parfaire",2
parterre,"partenaire, partie, partage, parure, partance",5
parti,"partie, partir, part, partiel, pari",5
participer,particulier,1
particule,"particulier, partie, partouze",3
particulier,"particule, participer",2
partie,"partiel, parti, partir, part, particule",5
partiel,"partie, parti, partir, parasol",4
partir,"parti, partie, partiel, part, partager",5
partisan,"partition, parisien",2
partition,"partisan, parisien",2
partout,"partouze, part, parent, parapet, parfait",5
partouze,"partout, partie, partage, partance, parterre",5
parure,"paraître, parfaire, parterre, paresse, parodie",5
parvenir,"parvenu, partir, parloir, parer, parier",5
parvenu,"parvenir, parce qu, parbleu",3
paré,"parc, pari, part, parlé, pavé",5
pasque,passage,1
passage,"passager, paysage, passoire, pasque",4
passager,"passage, passeur",2
passe,"passer, passé, passeur, panse, pause",5
passer,"passe, passeur, panser, pisser",4
passeur,"passer, pasteur, passe, pisseur, passager",5
passif,passion,1
passion,"passionné, passif",2
passionnant,passionnément,1
passionnel,"passionner, passionné",2
passionner,"passionnel, passionné",2
passionné,"passionnel, passionner, passion, passivité",4
passionnément,passionnant,1
passivité,passionné,1
passoire,"passe, passage",2
passé,passe,1
pastel,pasteur,1
pasteur,"passeur, pastel",2
pastille,pastèque,1
pastèque,pastille,1
patate,"patati, patte, patriote",3
patati,patate,1
patauger,"pater, patiner",2
patelin,patron,1
pater,"parer, payer, patte, péter, patauger",5
pathétique,patriotique,1
patiemment,"patient, paiement",2
patience,patient,1
patient,"patienter, patience, patiemment",3
patienter,patient,1
patin,"patine, patio, patiner, pantin, pain",5
patine,"patiner, patin, platine, patriote",4
patiner,"patine, patin, patauger",3
patio,patin,1
patois,pantois,1
patrie,partie,1
patrimoine,patriote,1
patriote,"patriotique, patriotisme, patrimoine, patate, patte",5
patriotique,"patriote, pathétique",2
patriotisme,patriote,1
patron,patelin,1
patrouille,patrouiller,1
patrouiller,patrouille,1
patte,"patate, pacte, pater, patriote",4
paume,"paumer, paumé, psaume, pause, palme",5
paumer,"paume, plumer",2
paumé,paume,1
paupière,pauvre,1
pause,"paume, panse, passe",3
pauvre,"pauvreté, paupière",2
pauvrement,parement,1
pauvreté,pauvre,1
pavaner,pavoiser,1
pavement,"paiement, parement",2
pavillon,papillon,1
pavoiser,pavaner,1
pavé,"paré, payé",2
paye,"payer, pays, payé, page, paie",5
payer,"paye, parer, pater",3
pays,"paye, payé, paysan",3
paysage,"passage, paysan, paye",3
paysan,"paysage, pays",2
payé,"paye, pays, paré, pavé",4
paître,paraître,1
peigne,"peigner, peigné, peine, poigne, peindre",5
peigner,"peigne, peiner, peigné",3
peignoir,peiner,1
peigné,"peigne, peigner",2
peinard,pinard,1
peindre,"peintre, pendre, poindre, peigne",4
peine,"peiner, peint, peigne, peinture",4
peiner,"peine, peigner, peignoir",3
peint,"peine, peintre, point",3
peintre,"peinture, peindre, peint, peigne",4
peinture,"peintre, peine",2
pelage,"plage, pelisse, pelouse, peluche",4
peler,"perler, peser, pelle, piler, perle",5
pelisse,"pelle, pelage, pelote, pelure, peluche",5
pelle,"pelletée, perle, peler, pelisse, pelouse",5
pelletée,"pelle, pelote",2
pelote,"peloter, peloton, pilote, pelisse, peluche",5
peloter,"pelote, piloter, pelotonner",3
peloton,pelote,1
pelotonner,peloter,1
pelouse,"pelle, pelage, peluche",3
peluche,"pelucheux, paluche, pelle, pelage, pelote",5
pelucheux,peluche,1
pelure,pelisse,1
pencher,"percher, penché, perche, penseur",4
penché,pencher,1
pendant,"pensant, perdant",2
penderie,pendule,1
pendre,"prendre, peindre, perdre, pondre",4
pendu,"pendule, perdu",2
pendule,"pendu, penderie, pente, pensée",4
pensant,"pesant, pendant",2
penser,"penseur, peser, panser",3
penseur,"penser, pencher",2
pensif,pension,1
pension,pensif,1
pensée,"pesée, pendule",2
pente,"perte, peste, ponte, pendule",4
perception,"percussion, perdition, perversion",3
percer,"percher, perler, percevoir, perchoir",4
percevoir,percer,1
perche,"percher, percée, porche, pencher, pervenche",5
percher,"perche, percheron, percer, pencher",4
percheron,"percher, perron",2
perchoir,"percer, percuter",2
perclus,"permis, pervers",2
percussion,"perception, perversion",2
percuter,"persécuter, persister, perchoir, perler, perpétrer",5
percée,"perche, perfide, perruche",3
perdant,"perçant, pendant, permanent",3
perdition,"perception, perfection, permission",3
perdre,"perdreau, pendre, perfide, perfidie",4
perdreau,"perdre, perdu",2
perdu,"pendu, perdreau",2
perfection,"perdition, persécution, perversion",3
perfide,"perfidie, perle, perte, perche, percée",5
perfidie,"perfide, perdre",2
perle,"perler, perte, pelle, peler, perplexe",5
perler,"perle, peler, parler, percer, percuter",5
permanence,"permanente, permanent",2
permanent,"permanente, permanence, perdant, perçant",4
permanente,"permanent, permanence",2
permis,"pervers, perclus",2
permission,"perversion, persuasion, perdition",3
perplexe,perle,1
perplexité,perpétuité,1
perpétrer,"perpétuer, persévérer, percuter",3
perpétuel,perpétuer,1
perpétuer,"perpétuel, perpétrer, percuter, persécuter",4
perpétuité,perplexité,1
perron,percheron,1
perruche,"pervenche, percée",2
persistance,persistant,1
persistant,persistance,1
persister,"persécuter, persuader, percuter",3
personnage,personne,1
personne,"personnel, personnage",2
personnel,personne,1
persuader,"persuadé, persister, percuter, perturber",4
persuadé,persuader,1
persuasif,persuasion,1
persuasion,"persuasif, perversion, permission",3
persécuter,"percuter, persister, persévérer, perpétuer",4
persécution,perfection,1
persévérer,"persécuter, perpétrer",2
perte,"perle, pente, peste, porte, perfide",5
perturber,"percuter, persuader",2
pervenche,"perche, perruche",2
pervers,"permis, perclus",2
perversion,"persuasion, percussion, permission, perception, perfection",5
perçant,"perdant, permanent",2
pesamment,pesant,1
pesant,"pensant, pesamment",2
pesanteur,pester,1
peser,"pester, penser, peler, poser",4
pessimisme,pessimiste,1
pessimiste,pessimisme,1
peste,"pester, preste, pesée, pente, perte",5
pester,"peste, peser, poster, pesanteur",4
pesée,"pensée, peste",2
peuh,peur,1
peuple,"peupler, peuplé",2
peupler,"peuple, peuplier, peuplé, peur",4
peuplier,peupler,1
peuplé,"peuple, peupler",2
peur,"peuh, pleur, pour, peupler, puer",5
phare,phase,1
pharmacie,pharmacien,1
pharmacien,pharmacie,1
phase,"phrase, phare",2
philosophe,"philosopher, philosophie, philosophique",3
philosopher,"philosophe, philosophie",2
philosophie,"philosophe, philosopher, philosophique",3
philosophique,"philosophie, philosophe",2
phono,photo,1
phonographe,photographe,1
photo,phono,1
photographe,"photographie, photographier, phonographe, photographique",4
photographie,"photographier, photographe, photographique",3
photographier,"photographie, photographe",2
photographique,"photographie, photographe",2
phrase,phase,1
piaffer,"piailler, pianoter",2
piailler,"piller, piaffer, pianoter",3
pianoter,"piaffer, piailler",2
piaule,pilule,1
piazza,pizza,1
picoler,"picorer, picoter",2
picorer,"picoler, picoter",2
picoter,"picoler, picorer, piloter, pivoter",4
pied,pieu,1
pierre,pierreux,1
pierreux,"pierre, pieux",2
pieu,"pieux, pied, pneu",3
pieux,"pieu, piteux, pierreux",3
pige,"piger, pigeon, piège, pile, pipe",5
pigeon,"pignon, pige",2
pigeonnier,pionnier,1
piger,"pige, piéger, piler, piper",4
pignon,"pigeon, pognon",2
pile,"piler, pilule, piller, pige, pipe",5
piler,"piller, pile, pilier, piger, piper",5
pilier,"piler, piller, plier, palier",4
pillage,"pile, pilote, pilule",3
pillard,paillard,1
piller,"piler, piailler, pilier, pile",4
pilon,"pion, piton",2
pilote,"piloter, pilotis, pelote, pillage",4
piloter,"pilote, picoter, pivoter, peloter",4
pilotis,pilote,1
pilule,"piaule, pile, pillage",3
pinard,"peinard, panard",2
pince,"pincer, pincé, pincée, pinceau, prince",5
pinceau,"pince, pincer",2
pincer,"pince, pioncer, pinceau, poncer",4
pincé,"pincée, pince",2
pincée,"pincé, pince, pintade",3
pingouin,pinson,1
pinson,pingouin,1
pintade,"pince, pincée",2
pioche,"piocher, poche, proche",3
piocher,"pioche, pionnier",2
pion,"pilon, piton, paon",3
pioncer,"pincer, poncer",2
pionnier,"pigeonnier, piocher",2
pipe,"piper, pipi, pige, pile, pire",5
piper,"pipe, piger, piler",3
pipi,pipe,1
pique,"piquer, piquet, piqué, piqueur",4
piquer,"pique, piquet, piqueur, piqueter",4
piquet,"pique, piquer, piqueter, piqueur, paquet",5
piqueter,"piquer, piquet",2
piqueur,"piquer, pique, piquet",3
piqué,pique,1
pirate,pirogue,1
pire,"pitre, paire, poire, pige, pile",5
pirogue,"pire, pirate",2
