target_word,similar_words,similarity_count,rule_types
handicap,handicapé,1,"Rule5a_Skeleton, Rule5b_Structural"
handicapé,handicap,1,"Rule5a_Skeleton, Rule5b_Structural"
hangar,hagard,1,Rule2-4_EditDistance
hantise,hanche,1,Rule5b_Structural
haque,haute,1,Rule2-4_EditDistance
haranguer,harnacher,1,Rule2-4_EditDistance
harassé,hérissé,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
harde,"hardi, harpe, horde, harem, havre",5,"Rule5a_Skeleton, Rule2-4_EditDistance"
hardi,"harde, horde",2,"Rule5a_Skeleton, Rule2-4_EditDistance"
harem,"harde, harpe, havre",3,Rule2-4_EditDistance
hargne,"hargneux, harmonie",2,Rule5b_Structural
hargneux,"hargne, haineux, harmonieux",3,Rule5b_Structural
harmonica,"harmonie, harmonium",2,"Rule2-4_EditDistance, Rule5b_Structural"
harmonie,"harmonieux, harmonica, harmonium, hargne, hermine",5,"Rule5a_Skeleton, Rule5b_Structural"
harmonieux,"harmonie, harmonium, hargneux",3,Rule5b_Structural
harmonium,"harmonie, harmonica, harmonieux",3,"Rule2-4_EditDistance, Rule5b_Structural"
harnacher,haranguer,1,Rule2-4_EditDistance
harpe,"harde, hampe, harem, havre",4,Rule2-4_EditDistance
hasard,"hasarder, hagard",2,"Rule2-4_EditDistance, Rule5b_Structural"
hasarder,"hasardeux, hasard",2,Rule5b_Structural
hasardeux,hasarder,1,Rule5b_Structural
hausse,"hausser, housse",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
haussement,hautement,1,Rule5b_Structural
hausser,"hausse, hisser, hauteur, huissier",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
haut,"haute, huit",2,"Rule2-4_EditDistance, Rule5b_Structural"
haute,"haut, hauteur, halte, hutte, haque",5,"Rule2-4_EditDistance, Rule5b_Structural"
hautement,"haussement, halètement, hurlement",3,"Rule2-4_EditDistance, Rule5b_Structural"
hauteur,"haute, hausser, hâter, huître, hêtre",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
havre,"harem, harde, harpe, hiver",4,"Rule5a_Skeleton, Rule2-4_EditDistance"
herbe,"herbu, herse, hermine, heure",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
herbu,herbe,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
hermine,"herbe, herse, harmonie",3,"Rule5a_Skeleton, Rule5b_Structural"
hermétique,hérétique,1,Rule5b_Structural
herse,"herbe, hermine, heure, hors, hérésie",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
heure,"heurt, heureux, hure, herbe, herse",5,"Rule2-4_EditDistance, Rule5b_Structural"
heureusement,honteusement,1,Rule2-4_EditDistance
heureux,heure,1,Rule5b_Structural
heurt,"heurté, heure, heurter",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
heurter,"heurt, heurté, hériter, héritier",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
heurté,"heurt, heurter",2,"Rule5a_Skeleton, Rule5b_Structural"
hier,"hiver, huer, haie",3,"Rule2-4_EditDistance, Rule5b_Structural"
hilare,"huiler, haler, héler",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
hilarité,humilité,1,Rule2-4_EditDistance
hippo,huppé,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
hisser,"hérisser, hausser, huissier",3,"Rule5a_Skeleton, Rule5b_Structural"
histoire,"historien, historique, hystérie, hésiter",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
historien,"historique, histoire, hitlérien",3,"Rule2-4_EditDistance, Rule5b_Structural"
historique,"historien, hystérique, histoire",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
hitlérien,historien,1,Rule2-4_EditDistance
hiver,"hier, havre",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
hiératique,hérétique,1,"Rule5a_Skeleton, Rule5b_Structural"
hobereau,hébreu,1,"Rule5a_Skeleton, Rule5b_Structural"
hochement,hochet,1,Rule5b_Structural
hocher,"hochet, hacher",2,"Rule5a_Skeleton, Rule2-4_EditDistance"
hochet,"hocher, hochement",2,"Rule2-4_EditDistance, Rule5b_Structural"
home,"homme, hommage",2,Rule5b_Structural
hommage,home,1,Rule5b_Structural
homme,home,1,Rule5b_Structural
honneur,honorer,1,Rule2-4_EditDistance
honnête,honnêteté,1,Rule5b_Structural
honnêtement,honteusement,1,Rule5b_Structural
honnêteté,honnête,1,Rule5b_Structural
honorable,honoraire,1,Rule2-4_EditDistance
honoraire,"horaire, honorable, honorer",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
honorer,"honoré, honoraire, honneur",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
honoré,honorer,1,Rule5b_Structural
honte,"honteux, hotte",2,"Rule2-4_EditDistance, Rule5b_Structural"
honteusement,"heureusement, honnêtement",2,"Rule2-4_EditDistance, Rule5b_Structural"
honteux,honte,1,Rule5b_Structural
hoquet,hoqueter,1,Rule5b_Structural
hoqueter,"hoquet, humecter",2,"Rule2-4_EditDistance, Rule5b_Structural"
horaire,"honoraire, horde, horrible, horloge, hourra",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
horde,"harde, horaire, horloge, hardi",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
horizontal,horizontale,1,"Rule5a_Skeleton, Rule5b_Structural"
horizontale,horizontal,1,"Rule5a_Skeleton, Rule5b_Structural"
horloge,"horloger, horde, horaire",3,"Rule2-4_EditDistance, Rule5b_Structural"
horloger,horloge,1,Rule5b_Structural
horrible,horaire,1,Rule5b_Structural
horrifier,horrifié,1,Rule5b_Structural
horrifié,horrifier,1,Rule5b_Structural
hors,"herse, héros, hérésie",3,"Rule5a_Skeleton, Rule5b_Structural"
hospitalier,"hospitaliser, hospitalité",2,"Rule2-4_EditDistance, Rule5b_Structural"
hospitaliser,"hospitalier, hospitalité",2,Rule5b_Structural
hospitalité,"hospitalier, hospitaliser, hostilité",3,"Rule2-4_EditDistance, Rule5b_Structural"
hostie,"hostile, hosto",2,"Rule5a_Skeleton, Rule5b_Structural"
hostile,hostie,1,Rule5b_Structural
hostilité,hospitalité,1,Rule5b_Structural
hosto,hostie,1,"Rule5a_Skeleton, Rule5b_Structural"
hotte,"honte, hutte",2,"Rule5a_Skeleton, Rule2-4_EditDistance"
houle,"houleux, huile",2,"Rule2-4_EditDistance, Rule5b_Structural"
houleux,"houle, huileux",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
hourra,horaire,1,"Rule5a_Skeleton, Rule5b_Structural"
housse,hausse,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
hublot,habileté,1,"Rule5a_Skeleton, Rule5b_Structural"
huer,"humer, hier, hure",3,"Rule2-4_EditDistance, Rule5b_Structural"
huile,"huiler, huilé, huileux, houle",4,"Rule2-4_EditDistance, Rule5b_Structural"
huiler,"huile, huileux, hurler, humilier, huissier",5,"Rule2-4_EditDistance, Rule5b_Structural"
huileux,"huile, huiler, houleux",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
huilé,huile,1,Rule2-4_EditDistance
huis,huit,1,Rule2-4_EditDistance
huissier,"hisser, huiler, humilier, hérisser, hausser",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
huit,"huis, haut",2,Rule2-4_EditDistance
hululement,"hurlement, humblement",2,"Rule2-4_EditDistance, Rule5b_Structural"
humain,hymne,1,"Rule5a_Skeleton, Rule5b_Structural"
humanisme,humaniste,1,Rule2-4_EditDistance
humaniste,"humanisme, humanité",2,"Rule2-4_EditDistance, Rule5b_Structural"
humanité,"humaniste, humidité, humilité, humilié",4,"Rule2-4_EditDistance, Rule5b_Structural"
humblement,"hululement, hurlement, habilement",3,"Rule2-4_EditDistance, Rule5b_Structural"
humecter,"humer, humeur, humilier, hoqueter",4,"Rule2-4_EditDistance, Rule5b_Structural"
humer,"humeur, huer, humecter, humour, humilier",5,"Rule5a_Skeleton, Rule5b_Structural"
humeur,"humer, humour, humecter",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
humidité,"humilité, humanité, humilié",3,"Rule2-4_EditDistance, Rule5b_Structural"
humiliant,humilité,1,Rule5b_Structural
humilier,"humilié, humilité, huiler, humer, humecter",5,"Rule2-4_EditDistance, Rule5b_Structural"
humilité,"humilié, humidité, humilier, humiliant, humanité",5,"Rule2-4_EditDistance, Rule5b_Structural"
humilié,"humilité, humilier, humidité, humanité",4,Rule5b_Structural
humour,"humeur, humer",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
huppé,hippo,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
hure,"heure, huer",2,"Rule2-4_EditDistance, Rule5b_Structural"
hurlant,hurlement,1,Rule5b_Structural
hurlement,"hululement, humblement, hurlant, hautement",4,"Rule2-4_EditDistance, Rule5b_Structural"
hurler,huiler,1,Rule2-4_EditDistance
hutte,"hotte, haute",2,"Rule5a_Skeleton, Rule2-4_EditDistance"
huître,"hêtre, hâter, hauteur",3,"Rule5a_Skeleton, Rule5b_Structural"
hymne,"hyène, humain",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
hypocrisie,hypocrite,1,Rule5b_Structural
hypocrite,hypocrisie,1,Rule5b_Structural
hypothèque,"hypothèse, hypothétique",2,Rule5b_Structural
hypothèse,hypothèque,1,Rule5b_Structural
hypothétique,hypothèque,1,Rule5b_Structural
hystérie,"hystérique, histoire, hésiter",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
hystérique,"hystérie, historique",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
hyène,hymne,1,Rule2-4_EditDistance
hâle,"hâlé, hâte",2,Rule2-4_EditDistance
hâlé,hâle,1,Rule2-4_EditDistance
hâte,"hâter, hâle, hôte",3,"Rule2-4_EditDistance, Rule5b_Structural"
hâter,"hâte, hauteur, hêtre, huître",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
héberger,hébéter,1,Rule5b_Structural
hébreu,hobereau,1,"Rule5a_Skeleton, Rule5b_Structural"
hébéter,"hébété, hébétude, héberger, habiter, habituer",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
hébétude,"hébéter, habitude",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
hébété,"hébéter, habité, habitué, habit",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
héler,"haler, huiler, hilare",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
hérisser,"hérissé, hérisson, hériter, héritier, hisser",5,"Rule2-4_EditDistance, Rule5b_Structural"
hérisson,"hérissé, hérisser, héron",3,"Rule2-4_EditDistance, Rule5b_Structural"
hérissé,"hérisser, hérisson, harassé",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
héritage,"hériter, héritier",2,"Rule2-4_EditDistance, Rule5b_Structural"
hériter,"héritier, hésiter, hérisser, héritage, heurter",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
héritier,"hériter, hérisser, héritage, hésiter, heurter",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
héron,"héros, hérisson",2,"Rule2-4_EditDistance, Rule5b_Structural"
héros,"héron, hérésie, hors, herse",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
héroïque,"héroïsme, hérétique",2,"Rule2-4_EditDistance, Rule5b_Structural"
héroïsme,"héroïque, hérésie",2,"Rule2-4_EditDistance, Rule5b_Structural"
hérésie,"hérétique, héros, héroïsme, herse, hors",5,"Rule5a_Skeleton, Rule5b_Structural"
hérétique,"hermétique, hiératique, héroïque, hérésie",4,"Rule5a_Skeleton, Rule5b_Structural"
hésitant,habitant,1,Rule2-4_EditDistance
hésitation,habitation,1,Rule2-4_EditDistance
hésiter,"hériter, héritier, histoire, hystérie",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
hêtre,"huître, hâter, hauteur",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
hôte,"hôtel, hôtesse, hâte",3,"Rule2-4_EditDistance, Rule5b_Structural"
hôtel,hôte,1,Rule5b_Structural
hôtesse,hôte,1,Rule5b_Structural
idem,"idée, iode",2,Rule2-4_EditDistance
identité,"indemnité, intimité, intitulé",3,"Rule2-4_EditDistance, Rule5b_Structural"
idiot,idiotie,1,Rule5b_Structural
idiotie,idiot,1,Rule5b_Structural
idylle,idyllique,1,Rule5b_Structural
idyllique,idylle,1,Rule5b_Structural
idéalisme,idéaliste,1,Rule2-4_EditDistance
idéaliste,idéalisme,1,Rule2-4_EditDistance
idée,"idem, iode",2,Rule2-4_EditDistance
idéologie,idéologique,1,Rule5b_Structural
idéologique,idéologie,1,Rule5b_Structural
ignare,"ignoré, ignoble",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
ignoble,ignare,1,Rule5b_Structural
ignominie,"insomnie, ignorance",2,"Rule2-4_EditDistance, Rule5b_Structural"
ignorance,"ignorant, ignominie",2,"Rule2-4_EditDistance, Rule5b_Structural"
ignorant,ignorance,1,Rule5b_Structural
ignorer,"ignoré, informer",2,Rule5b_Structural
ignoré,"ignorer, ignare",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
illettré,illustré,1,Rule2-4_EditDistance
illimité,"intimité, illuminé",2,Rule2-4_EditDistance
illisible,invisible,1,Rule2-4_EditDistance
illumination,"illustration, inclination, imagination",3,"Rule2-4_EditDistance, Rule5b_Structural"
illuminer,"illuminé, illustrer",2,"Rule2-4_EditDistance, Rule5b_Structural"
illuminé,"illuminer, illimité, illustré, illusion",4,"Rule2-4_EditDistance, Rule5b_Structural"
illusion,"infusion, illuminé",2,Rule2-4_EditDistance
illusoire,"illustre, illustrer",2,"Rule2-4_EditDistance, Rule5b_Structural"
illustration,"illumination, incrustation",2,Rule2-4_EditDistance
illustre,"illustrer, illustré, illusoire",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
illustrer,"illustre, illustré, illusoire, illuminer",4,"Rule2-4_EditDistance, Rule5b_Structural"
illustré,"illustre, illustrer, illettré, illuminé",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
image,"imager, imagerie",2,Rule5b_Structural
imager,"image, imagerie, imaginer",3,"Rule5a_Skeleton, Rule5b_Structural"
imagerie,"imager, image, imaginer",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
imaginable,"inimaginable, imaginaire",2,"Rule2-4_EditDistance, Rule5b_Structural"
imaginaire,"imaginable, imaginatif, imaginer",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
imaginatif,"imagination, imaginaire",2,"Rule2-4_EditDistance, Rule5b_Structural"
imagination,"imaginatif, illumination",2,Rule5b_Structural
imaginer,"imager, imaginaire, imagerie",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
imbécile,immobile,1,Rule2-4_EditDistance
imitation,"invitation, irritation, initiation",3,Rule5b_Structural
immense,"immeuble, imminence",2,Rule5b_Structural
immensité,intensité,1,Rule2-4_EditDistance
immensément,intensément,1,Rule2-4_EditDistance
immerger,immiscer,1,Rule2-4_EditDistance
immeuble,"immuable, immense, immobile",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
imminence,"imminent, immense, immondice",3,"Rule2-4_EditDistance, Rule5b_Structural"
imminent,imminence,1,Rule5b_Structural
immiscer,immerger,1,Rule2-4_EditDistance
immobile,"immobilier, immonde, immondice, immeuble, immuable",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
immobilier,"immobiliser, immobilité, immobile",3,"Rule2-4_EditDistance, Rule5b_Structural"
immobiliser,"immobilier, immortaliser",2,Rule5b_Structural
immobilité,"immobilier, immortalité",2,"Rule2-4_EditDistance, Rule5b_Structural"
immonde,"immondice, immobile",2,Rule5b_Structural
immondice,"immonde, immobile, imminence",3,"Rule2-4_EditDistance, Rule5b_Structural"
immoral,"immortel, immémorial",2,Rule5b_Structural
immortaliser,"immortalité, immobiliser",2,Rule5b_Structural
immortalité,"immortaliser, immobilité",2,Rule5b_Structural
immortel,"immoral, importer",2,"Rule2-4_EditDistance, Rule5b_Structural"
immuable,"immeuble, immobile, inusable",3,"Rule5a_Skeleton, Rule2-4_EditDistance"
immémorial,immoral,1,Rule5b_Structural
impact,imposant,1,Rule5b_Structural
impair,"imper, impur, imprimer, imposer, imputer",5,"Rule5a_Skeleton, Rule5b_Structural"
impalpable,"implacable, impassible, impeccable, impensable, imprenable",5,Rule2-4_EditDistance
imparfait,important,1,Rule2-4_EditDistance
impasse,"impassible, impavide, impie",3,Rule5b_Structural
impassibilité,impossibilité,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
impassible,"impossible, impasse, impalpable, impensable",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
impatiemment,"impatient, impatienter",2,Rule5b_Structural
impatience,"impatient, impatienter, impertinence, imprudence",4,"Rule2-4_EditDistance, Rule5b_Structural"
impatient,"impatienter, impatience, impatiemment, impotent, imprudent",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
impatienter,"impatient, impatience, impatiemment",3,Rule5b_Structural
impavide,"impasse, impie",2,Rule5b_Structural
impec,"imper, impie",2,Rule2-4_EditDistance
impeccable,"impensable, implacable, imperméable, impalpable, imprenable",5,"Rule2-4_EditDistance, Rule5b_Structural"
impensable,"impeccable, imprenable, imperméable, impalpable, implacable",5,"Rule2-4_EditDistance, Rule5b_Structural"
imper,"impec, impur, imprimer, impair, implorer",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
imperceptible,imperceptiblement,1,Rule5b_Structural
imperceptiblement,imperceptible,1,Rule5b_Structural
imperfection,imprécation,1,Rule5b_Structural
imperméable,"impeccable, impensable, imprenable, improbable",4,Rule5b_Structural
impertinence,impatience,1,Rule5b_Structural
impie,"impec, imper, impasse, impavide",4,"Rule2-4_EditDistance, Rule5b_Structural"
impitoyable,improbable,1,Rule5b_Structural
implacable,"impeccable, impalpable, impensable, imprenable, improbable",5,Rule2-4_EditDistance
implanter,"imputer, implorer, impliquer, importer, implorant",5,"Rule2-4_EditDistance, Rule5b_Structural"
impliquer,"implorer, implanter, impudique, imprimer, imprimeur",5,"Rule2-4_EditDistance, Rule5b_Structural"
implorant,"important, imposant, implanter, impotent",4,"Rule2-4_EditDistance, Rule5b_Structural"
implorer,"importer, imposer, implanter, impliquer, imper",5,"Rule2-4_EditDistance, Rule5b_Structural"
impondérable,"impénétrable, impérissable, indésirable",3,"Rule2-4_EditDistance, Rule5b_Structural"
importance,"important, importuner",2,"Rule2-4_EditDistance, Rule5b_Structural"
important,"importance, importun, imposant, implorant, impotent",5,"Rule2-4_EditDistance, Rule5b_Structural"
importation,imprécation,1,Rule2-4_EditDistance
importer,"importuner, importun, imposer, imputer, implorer",5,"Rule2-4_EditDistance, Rule5b_Structural"
importun,"importuner, importer, important, impotent",4,"Rule2-4_EditDistance, Rule5b_Structural"
importuner,"importun, importer, importance, imprégner",4,"Rule2-4_EditDistance, Rule5b_Structural"
imposant,"important, impotent, implorant, impuissant, impact",5,"Rule2-4_EditDistance, Rule5b_Structural"
imposer,"imposé, importer, imposteur, implorer, improviser",5,Rule5b_Structural
impossibilité,impassibilité,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
impossible,"impassible, impensable",2,"Rule5a_Skeleton, Rule2-4_EditDistance"
imposteur,"imposture, imposer, importer, imprimeur, impudeur",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
imposture,imposteur,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
imposé,"imposer, improvisé, imprimé",3,Rule5b_Structural
impotent,"imposant, important, impatient, imprudent, importer",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
imprenable,"improbable, impensable, impalpable, impeccable, implacable",5,Rule2-4_EditDistance
impresario,impression,1,Rule2-4_EditDistance
impression,"impressionner, impresario, impulsion",3,"Rule2-4_EditDistance, Rule5b_Structural"
impressionnant,"impressionner, impressionniste",2,Rule5b_Structural
impressionner,"impression, impressionnant, impressionniste",3,Rule5b_Structural
impressionniste,"impressionnant, impressionner",2,Rule5b_Structural
imprimer,"imprimerie, imprimeur, imprimé, imprégner, improviser",5,"Rule5a_Skeleton, Rule5b_Structural"
