target_word,similar_words,similarity_count
impotent,"imposant, important, impatient, imprudent, importer",5
imprenable,"improbable, impensable, impalpable, impeccable, implacable",5
impresario,impression,1
impression,"impressionner, impresario, impulsion",3
impressionnant,"impressionner, impressionniste",2
impressionner,"impression, impressionnant, impressionniste",3
impressionniste,"impressionnant, impressionner",2
imprimer,"imprimerie, imprimeur, imprimé, imprégner, improviser",5
imprimerie,"imprimer, imprimeur",2
imprimeur,"imprimer, imprimerie, impudeur, imposteur, impérieux",5
imprimé,"imprimer, improvisé, imposé",3
improbable,"imprenable, impalpable, impeccable, impensable, implacable",5
impropre,"implorer, importer",2
improviser,"improvisé, imprimer, imposer",3
improvisé,"improviser, imprimé, imposé",3
imprudence,"imprudent, impatience",2
imprudent,"imprudence, impotent, impatient",3
imprécation,"importation, imperfection",2
imprégner,"imprimer, importuner",2
imprévisible,"irréversible, irrésistible, impérissable",3
impudeur,"impur, imputer, imprimeur, imposteur, imper",5
impudique,impliquer,1
impuissance,impuissant,1
impuissant,"impuissance, imposant",2
impulsif,impulsion,1
impulsion,"impulsif, impression",2
impur,"imper, impudeur, impair, imposer",4
imputer,"importer, impudeur, implanter, imprimer, implorer",5
impénétrable,"impondérable, impérissable",2
impérieusement,intérieurement,1
impérieux,"impétueux, imprimeur",2
impérissable,"inguérissable, intarissable, impénétrable, impondérable, imprévisible",5
impétueux,impérieux,1
inacceptable,"inaccessible, inconcevable",2
inaccessible,"inacceptable, inadmissible",2
inaction,"inanition, infection, inflation, invasion",4
inadmissible,"inaccessible, intarissable",2
inaltérable,"intolérable, invulnérable",2
inanimé,inavoué,1
inanition,"inaction, intuition, intention, inflation, invention",5
inapte,"inepte, ineptie",2
inattentif,inattention,1
inattention,"inattentif, intention, intervention",3
inaudible,indicible,1
inauguration,incarnation,1
inaugurer,instaurer,1
inavoué,inanimé,1
incandescent,inconscient,1
incantation,"incarnation, incrustation, inclination, incinération",4
incapable,"incurable, incroyable",2
incarnation,"inclination, incantation, incinération, incrustation, inauguration",5
incarner,"incliner, incurver, inciser, inciter, incomber",5
incendiaire,"incendie, incendier",2
incendie,"incendier, incendié, incendiaire, inceste",4
incendier,"incendie, incendié, incendiaire, incinérer",4
incendié,"incendie, incendier",2
incertitude,ingratitude,1
incessamment,"incessant, innocemment",2
incessant,"incessamment, insistant",2
inceste,"infester, incendie, inclure",3
inchangé,incliné,1
incident,"indigent, indolent, indécent, innocent",4
incinération,"inclination, incantation, incarnation, inspiration, incrustation",5
incinérer,"inciser, inciter, incliner, incendier",4
inciser,"inciter, incinérer, incliner, insister, incarner",5
inciter,"inciser, inviter, incinérer, incliner, incruster",5
inclinaison,"inclination, incinération",2
inclination,"inclinaison, incarnation, incinération, incantation, indignation",5
incliner,"incliné, incarner, inciser, inciter, infliger",5
incliné,"incliner, inculpé, inchangé",3
inclure,"incolore, incurver, inceste",3
incohérence,incohérent,1
incohérent,"incohérence, inhérent",2
incolore,"inclure, inculte",2
incomber,"incommoder, inciser, inciter, incliner, incarner",5
incommoder,"incomber, incorporer",2
incomparable,"incompatible, inséparable, innombrable",3
incompatible,incomparable,1
incompréhensible,incompréhension,1
incompréhension,incompréhensible,1
inconcevable,"inconsolable, incontestable, inacceptable",3
inconfortable,"incontestable, inconsolable, incontrôlable",3
incongru,inconnu,1
inconnu,incongru,1
inconsciemment,inconscient,1
inconscience,inconscient,1
inconscient,"inconscience, inconsciemment, inconvénient, incontinent, inconsistant",5
inconsistant,"insistant, inconscient",2
inconsolable,"incontrôlable, inconcevable, inconfortable, incontestable",4
incontestable,"incontestablement, incontrôlable, inconfortable, inconcevable, inconsolable",5
incontestablement,incontestable,1
incontinent,"inconscient, inconvenant, inconvénient",3
incontrôlable,"inconsolable, incontestable, inconfortable",3
inconvenant,"inconvénient, incontinent",2
inconvénient,"inconscient, inconvenant, incontinent",3
incorporer,incommoder,1
incroyable,"incapable, incurable",2
incroyablement,"inexorablement, invariablement",2
incrustation,"incantation, incarnation, incinération, installation, illustration",5
incruster,"inciter, inciser, incurver",3
inculpé,"inoccupé, incliné",2
inculquer,"incurver, incliner",2
inculte,"insulte, insulter, incolore",3
incurable,"incapable, inusable, incroyable",3
incursion,"inversion, infusion, intrusion",3
incurver,"inculquer, incarner, injurier, insurger, inciser",5
indemne,"indigène, indice, induire",3
indemnité,"indignité, intensité, identité",3
indescriptible,indestructible,1
indestructible,indescriptible,1
indicatif,indication,1
indication,"indicatif, indignation, invocation, indigestion, inondation",5
indice,"indien, indicible, indigence, indigène, indemne",5
indicible,"invincible, indice, invisible, inaudible, indéniable",5
indien,"indigent, indice",2
indifféremment,indifférent,1
indifférence,"indifférent, interférence",2
indifférent,"indifférence, indifféremment",2
indigence,"indigent, indulgence, indécence, indolence, indigne",5
indigent,"indigence, indulgent, indigne, indigné, indien",5
indigestion,"indignation, indication, indiscrétion",3
indignation,"indication, indigestion, inclination, incinération",4
indigne,"indigner, indigné, indigène, insigne, indigo",5
indigner,"indigne, indigné, indigène, indigent, indiquer",5
indignité,"indigné, indemnité, infinité, indigent",4
indigné,"indigne, indigner, indignité, indigo, indigent",5
indigo,"indigne, indigné",2
indigène,"indigne, indigner, indigné, indigent, indigence",5
indiquer,"indiqué, indigner, invoquer, insinuer, ironique",5
indiqué,indiquer,1
indirect,"indigent, indiscret, induire, indolent, indécent",5
indiscernable,"indiscutable, indispensable",2
indiscret,indirect,1
indiscrétion,"indication, indigestion, inscription, interdiction",4
indiscutable,"indiscutablement, indiscernable, insoutenable",3
indiscutablement,"indiscutable, inévitablement, inexplicablement",3
indispensable,indiscernable,1
indistinct,"instinct, instinctif",2
individu,individuel,1
individuel,individu,1
indolence,"indolent, insolence, indécence, indigence, indulgence",5
indolent,"indolence, insolent, indigent, indécent, indulgent",5
induire,"indirect, industrie, indemne, indigne",4
indulgence,"indulgent, indigence, indolence, indécence",4
indulgent,"indulgence, indigent, indolent, indécent",4
industrie,"industriel, induire, injustice, instruire",4
industriel,industrie,1
indécence,"indécent, indigence, indolence, innocence, indulgence",5
indécent,"indécence, indigent, indolent, innocent, indulgent",5
indécision,indication,1
indéfini,"infini, infinité",2
indéfiniment,infiniment,1
indéniable,"indésirable, indicible, inévitable",3
indépendamment,indépendant,1
indépendance,"indépendant, intendance",2
indépendant,"indépendance, indépendamment",2
indésirable,"indéniable, impondérable",2
ineffable,"inexorable, intenable",2
inepte,"ineptie, inerte, inapte",3
ineptie,"inepte, inertie, inapte",3
inerte,"inertie, inepte, interne",3
inertie,"inerte, ineptie",2
inespéré,inspiré,1
inestimable,"inexprimable, inextricable, insatiable",3
inexistant,insistant,1
inexistence,inexpérience,1
inexorable,"inexprimable, inextricable, ineffable",3
inexorablement,"inexplicablement, incroyablement, invariablement, interminablement",4
inexplicable,"inexplicablement, inextricable, inexprimable",3
inexplicablement,"inexplicable, inexorablement, interminablement, indiscutablement",4
inexprimable,"inexplicable, inextricable, inestimable, inexorable, interminable",5
inexpérience,"inexistence, interférence",2
inextricable,"inexplicable, inexprimable, inexorable, inestimable, intraitable",5
infamant,"infant, influent",2
infamie,"infantile, infime, infâme, infirme, informe",5
infant,"infamant, influent, infinité",3
infanterie,"infantile, infirmerie",2
infantile,"infanterie, infamie",2
infatigable,insatiable,1
infect,"infecter, influent",2
infecter,"infester, infect, injecter, inspecter, insecte",5
infection,"inspection, inaction, inflation, intention, invention",5
infernal,internat,1
infester,"infecter, insister, infuser, inceste, injecter",5
infidèle,"infime, infirme",2
infidélité,"infinité, infirmité",2
infiltrer,"infirmier, influer, infecter, infester, infliger",5
infime,"infirme, infâme, intime, infidèle, infamie",5
infini,"infinité, indéfini",2
infiniment,indéfiniment,1
infinité,"infini, infirmité, infidélité, indignité, intimité",5
infirme,"infime, informe, infirmerie, infirmier, informer",5
infirmerie,"infirme, infirmier, infanterie, informer",4
infirmier,"infirmité, infirme, infirmerie, informer, infiltrer",5
infirmité,"infirmier, infinité, infidélité, intimité, informé",5
inflation,"insolation, inflexion, infection, information, infusion",5
inflexion,"inflation, infusion, infection",3
infliger,"influer, incliner, infuser, infecter, infester",5
influence,"influencer, influent, indolence, insolence",4
influencer,"influence, influer",2
influent,"influence, influer, infant, infamant, indolent",5
influer,"influent, influencer, infliger, infuser, infecter",5
informateur,informer,1
information,inflation,1
informe,"informer, informé, infirme, infortune, infamie",5
informer,"informe, informé, informateur, infirmier, infirme",5
informé,"informe, informer, infortuné, infirme, infirmité",5
infortune,"infortuné, informe",2
infortuné,"infortune, informé",2
infuser,"influer, infester, infecter, infliger, informer",5
infusion,"intrusion, invasion, incursion, illusion, infection",5
infâme,"infime, infamie",2
inférieur,"intérieur, ingénieur, infirmier, informer",4
ingratitude,incertitude,1
inguérissable,"intarissable, impérissable",2
ingénier,"ingénieur, ingénieux, indigner",3
ingénieur,"ingénieux, ingénier, inférieur, intérieur",4
ingénieux,"ingénieur, ingénier",2
ingérence,"indécence, indigence",2
inhérent,"incohérent, indécent",2
inimaginable,"imaginable, inimitable, interminable",3
inimitable,"inévitable, inimaginable, initiale",3
inintelligible,intelligible,1
ininterrompu,"interrompu, interrompre",2
initial,"initiale, initié, inutile",3
initiale,"initial, initiative, initier, inutile, inimitable",5
initiation,"initiative, invitation, imitation, intonation, intuition",5
initiatique,initiative,1
initiative,"initiation, initiatique, initiale",3
initier,"initié, initiale, inciter, intimer, inviter",5
initié,"initial, initier, invité",3
injecter,"infecter, inspecter, insecte, infester, inventer",5
injonction,"intonation, inondation, invocation",3
injure,injurier,1
injurier,"injure, incurver, insurger, injecter",4
injuste,injustice,1
injustement,inutilement,1
injustice,"injuste, industrie",2
inlassable,intarissable,1
inlassablement,"invariablement, insensiblement",2
innocemment,"innocent, insolemment, incessamment",3
innocence,"innocent, indécence, indolence, insolence",4
innocent,"innocence, innocemment, indécent, indolent, insolent",5
innombrable,"innommable, incomparable",2
innommable,innombrable,1
innovation,"inondation, intonation, insolation, invocation, invitation",5
inoccupé,inculpé,1
inondation,"innovation, intonation, indication, insolation, invocation",5
inonder,inondé,1
inondé,inonder,1
inoubliable,inutilisable,1
inquisiteur,inquiéter,1
inquiéter,"inquiétude, inquisiteur",2
inquiétude,inquiéter,1
insaisissable,intarissable,1
insatiable,"instable, infatigable, invariable, insondable, inestimable",5
inscription,"inspiration, instruction, indiscrétion",3
inscrire,"inscrit, instruire, inspirer, insipide, insolite",5
inscrit,"inscrire, instruit, instant",3
insecte,"inspecter, infecter, injecter, insolite, insigne",5
insensible,insondable,1
insensiblement,inlassablement,1
insensé,"intense, inspiré, insurgé",3
insigne,"indigne, indigner, indigène, insipide, insinuer",5
insignifiance,insignifiant,1
insignifiant,insignifiance,1
insinuant,"insistant, instant, insultant",3
insinuer,"insister, instituer, indiquer, insigne, insérer",5
insipide,"insigne, inspirer, inscrire, insolite",4
insistance,"insistant, instance, insuffisance",3
insistant,"insistance, instant, inconsistant, insinuant, inexistant",5
insister,"insinuer, insulter, infester, inspecter, inciter",5
insolation,"inflation, installation, intonation, inspiration, innovation",5
insolemment,"insolent, isolement, innocemment",3
insolence,"insolent, indolence, insoluble, innocence, insolite",5
insolent,"insolence, indolent, insolemment, insolite, isolement",5
insolite,"insolence, insoluble, insolent, insulte, insomnie",5
insoluble,"insolence, insondable, insolite, instable",4
insomnie,"insolite, insolence, ignominie, insoumis, insigne",5
insondable,"instable, insoluble, insoutenable, insatiable, insensible",5
insouciance,"insouciant, insuffisance",2
insouciant,"insouciance, insultant",2
insoumis,insomnie,1
insoutenable,"intenable, insondable, interminable, indiscutable",4
inspecter,"inspecteur, infecter, injecter, insecte, inspirer",5
inspecteur,"inspecter, instructeur",2
inspection,"infection, insurrection, inspiration, instruction, insolation",5
inspiration,"inspection, insolation, institution, inscription, incinération",5
inspirer,"inspiré, insérer, inspecter, instaurer, inscrire",5
inspiré,"inspirer, inespéré, insensé, insurgé",4
instable,"installer, instance, insatiable, inusable, insondable",5
installation,"insolation, incrustation",2
installer,"instaurer, instable, instituer, insuffler, insulter",5
instance,"insistance, instant, instable, instinct, insolence",5
instant,"insistant, instance, insultant, instinct, insinuant",5
instaurer,"installer, inaugurer, insérer, instituer, inspirer",5
instinct,"instinctif, indistinct, institut, instance, instant",5
instinctif,"instinct, instructif, indistinct",3
instituer,"institut, instituteur, insinuer, intituler, installer",5
institut,"instituer, instinct, instruit, instant, intitulé",5
instituteur,"instituer, instructeur",2
institution,"instruction, inspiration",2
instructeur,"inspecteur, instituteur, interrupteur",3
instructif,"instruction, instinctif",2
instruction,"instructif, institution, introduction, inspection, insurrection",5
instruire,"instruit, inscrire, introduire, instaurer, interdire",5
instruit,"instruire, instrument, inscrit, institut, instant",5
instrument,instruit,1
insu,issu,1
insuffisance,"insuffisant, insistance, insouciance",3
insuffisant,insuffisance,1
insuffler,"insulter, insurger, installer",3
insultant,"instant, insistant, insinuant, insouciant, insolent",5
insulte,"insulter, inculte, insolite, insigne",4
insulter,"insulte, insurger, insister, insuffler, inculte",5
insupportable,insurmontable,1
insurger,"insurgé, insulter, insérer, insuffler, instaurer",5
insurgé,"insurger, insensé, inspiré",3
insurmontable,insupportable,1
insurrection,"inspection, instruction",2
inséparable,"irréparable, incomparable",2
insérer,"inspirer, insurger, instaurer, intégrer, insinuer",5
intact,intérêt,1
intarissable,"inguérissable, insaisissable, impérissable, inlassable, intraitable",5
intellectuel,intelligence,1
intelligence,"intelligent, intelligible, intellectuel",3
intelligent,"intelligence, intelligible",2
intelligible,"inintelligible, intelligence, intelligent",3
intenable,"interminable, insoutenable, intense, intendance, intervalle",5
intendance,"intendant, indépendance, intenable",3
intendant,"intendance, intimidant, interdit, internat, intrigant",5
